Name,Release Date,Number of Reviews,Summary,Plays,Playing,ratio_confiance,Score,Genre,Platform,Date
Pikmin 2,2004-04-29,530.0,"In Pikmin 2, Captain Olimar returns to the planet he was originally stranded on, to collect trinkets for his failing company to sell back at home. The game features a 2-character mechanic, which allows players to switch between two spacemen while collecting items. Two-player co-op challenge missions and a competitive mode are also available.",2.7K,53,0.615025173263268,5.3,"Adventure,Real Time Strategy",GC,2004
Tales of Symphonia,2003-08-29,512.0,"In a dying world, legend has it that a Chosen One will one day rise from amongst the people and the land will be reborn. The line between good and evil blurs in this epic adventure where the fate of two interlocked worlds hangs in the balance.",2.8K,132,0.5941375258694211,4.7,RPG,GC,2003
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,137.0,"Pandora Tomorrow takes place in Indonesia during the spring of 2006, in which the United States has established a military presence in the newly independent country of East Timor to train that country's military forces in their fight against anti-separatist Indonesian guerrilla militias. Foremost among these Indonesian militias is the Darah Dan Doa (Blood and Prayer), led by Suhadi Sadono.",1K,7,0.1589782051642787,1.3,"Shooter,Tactical",MOBI,2004
Crash Bandicoot,1996-09-09,660.0,"Crash Bandicoot is the first installment in the Crash Bandicoot series that established Naughty Dog's reputation in the video game industry. Its premises chronicle the creation of the titular Crash, a bandicoot who has been uplifted by the mad scientist Doctor Neo Cortex. The goal of Crash Bandicoot is to traverses several levels in sequence in order to progress. The game is played from a third-person perspective in which the camera trails behind Crash, though some levels showcase forward-scrolling and side-scrolling perspectives. Crash is able to defeat enemies by either jumping on them or using a spinning attack that launches them.",8.7K,58,0.7658804044410507,6.1,Platform,MOBI,1996
Crash Bandicoot,1996-09-09,660.0,"Crash Bandicoot is the first installment in the Crash Bandicoot series that established Naughty Dog's reputation in the video game industry. Its premises chronicle the creation of the titular Crash, a bandicoot who has been uplifted by the mad scientist Doctor Neo Cortex. The goal of Crash Bandicoot is to traverses several levels in sequence in order to progress. The game is played from a third-person perspective in which the camera trails behind Crash, though some levels showcase forward-scrolling and side-scrolling perspectives. Crash is able to defeat enemies by either jumping on them or using a spinning attack that launches them.",8.7K,58,0.7658804044410507,5.0,Platform,PS,1996
Metal Gear Solid: The Twin Snakes,2004-03-09,267.0,"The Twin Snakes features graphical improvements over the original, new cutscenes written and directed by Ryuhei Kitamura, and gameplay functions originally introduced in Metal Gear Solid 2: Sons of Liberty. The game also includes a revised translation with re-recorded voice acting using all of the original English voice cast. Hideo Kojima and Shigeru Miyamoto oversaw development of the game. It was also intended to allow the player to play Metal Gear Solid as it was meant to be played",1.9K,31,0.3098334363420614,2.4,Adventure,GC,2004
Metroid: Zero Mission,2004-02-09,1200.0,"The full story of Samus Aran's first mission finally unfolds...


              The first Metroid game just scratched the surface of the cataclysmic events on planet Zebes, and at long last the rest of the tale has come to light. Experience the first of Samus's legendary adventures through all-new cut-scenes and action sequences as the bounty hunter races through the deeps toward her showdown with the leader of the Space Pirates. But will the end of Mother Brain really mean the end of the story...?


              Completion of the game unlocks an emulated version of the original Metroid game. Zero Mission also allow players to unlock the Metroid Fusion picture gallery by linking between Zero Mission and Fusion cartridges via the Game Boy Advance Game Link Cable.",7.5K,148,1.0,8.0,"Adventure,Platform,Shooter",GBA,2004
Prince of Persia: The Sands of Time,2003-11-06,480.0,"Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It was released on November 21, 2003 and is a reboot of the landmark video game series Prince of Persia, created by Jordan Mechner in 1989.


              The Sands of Time, developed internally at Ubisoft Montreal, successfully captures the mechanics of the original platformer and extends it to the 3D generation. An earlier attempt by The Learning Company to transfer the game to 3D (Prince of Persia 3D) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. The game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several awards.


              The game was developed for the PC, PlayStation 2, GameCube, Xbox, and later a 2D-version for the Game Boy Advance and mobile phones. The success of The Sands of Time led to three followups, Prince of Persia: Warrior Within (2004), Prince of Persia: The Two Thrones (2005), and Prince of Persia: The Forgotten Sands (2010). A remastered, high-definition, version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16, 2010.",5.5K,37,0.5570039305025823,4.0,"Adventure,Platform",GBA,2003
Prince of Persia: The Sands of Time,2003-11-06,480.0,"Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It was released on November 21, 2003 and is a reboot of the landmark video game series Prince of Persia, created by Jordan Mechner in 1989.


              The Sands of Time, developed internally at Ubisoft Montreal, successfully captures the mechanics of the original platformer and extends it to the 3D generation. An earlier attempt by The Learning Company to transfer the game to 3D (Prince of Persia 3D) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. The game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several awards.


              The game was developed for the PC, PlayStation 2, GameCube, Xbox, and later a 2D-version for the Game Boy Advance and mobile phones. The success of The Sands of Time led to three followups, Prince of Persia: Warrior Within (2004), Prince of Persia: The Two Thrones (2005), and Prince of Persia: The Forgotten Sands (2010). A remastered, high-definition, version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16, 2010.",5.5K,37,0.5570039305025823,4.2,"Adventure,Platform",PC,2003
Prince of Persia: The Sands of Time,2003-11-06,480.0,"Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It was released on November 21, 2003 and is a reboot of the landmark video game series Prince of Persia, created by Jordan Mechner in 1989.


              The Sands of Time, developed internally at Ubisoft Montreal, successfully captures the mechanics of the original platformer and extends it to the 3D generation. An earlier attempt by The Learning Company to transfer the game to 3D (Prince of Persia 3D) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. The game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several awards.


              The game was developed for the PC, PlayStation 2, GameCube, Xbox, and later a 2D-version for the Game Boy Advance and mobile phones. The success of The Sands of Time led to three followups, Prince of Persia: Warrior Within (2004), Prince of Persia: The Two Thrones (2005), and Prince of Persia: The Forgotten Sands (2010). A remastered, high-definition, version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16, 2010.",5.5K,37,0.5570039305025823,4.5,"Adventure,Platform",PS2,2003
Prince of Persia: The Sands of Time,2003-11-06,480.0,"Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It was released on November 21, 2003 and is a reboot of the landmark video game series Prince of Persia, created by Jordan Mechner in 1989.


              The Sands of Time, developed internally at Ubisoft Montreal, successfully captures the mechanics of the original platformer and extends it to the 3D generation. An earlier attempt by The Learning Company to transfer the game to 3D (Prince of Persia 3D) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. The game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several awards.


              The game was developed for the PC, PlayStation 2, GameCube, Xbox, and later a 2D-version for the Game Boy Advance and mobile phones. The success of The Sands of Time led to three followups, Prince of Persia: Warrior Within (2004), Prince of Persia: The Two Thrones (2005), and Prince of Persia: The Forgotten Sands (2010). A remastered, high-definition, version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16, 2010.",5.5K,37,0.5570039305025823,4.5,"Adventure,Platform",GC,2003
Prince of Persia: The Sands of Time,2003-11-06,480.0,"Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It was released on November 21, 2003 and is a reboot of the landmark video game series Prince of Persia, created by Jordan Mechner in 1989.


              The Sands of Time, developed internally at Ubisoft Montreal, successfully captures the mechanics of the original platformer and extends it to the 3D generation. An earlier attempt by The Learning Company to transfer the game to 3D (Prince of Persia 3D) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. The game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several awards.


              The game was developed for the PC, PlayStation 2, GameCube, Xbox, and later a 2D-version for the Game Boy Advance and mobile phones. The success of The Sands of Time led to three followups, Prince of Persia: Warrior Within (2004), Prince of Persia: The Two Thrones (2005), and Prince of Persia: The Forgotten Sands (2010). A remastered, high-definition, version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16, 2010.",5.5K,37,0.5570039305025823,4.5,"Adventure,Platform",XBOX,2003
Silent Hill 3,2003-05-23,1100.0,"Silent Hill 3 is the third installment in the Silent Hill survival horror series and a direct sequel to the first game, although this is kept secret from the player for plot twist purposes. Like the previous entries, Silent Hill 3 is a survival horror combining action-based combat and puzzle-solving, but is somewhat more combat-oriented than the preceding installments. The main character is able to side-step and block some attacks, but in general shares with the other protagonists of the series their relative ineptitude in combat.",4.9K,156,1.0,7.7,"Adventure,Puzzle",PC,2003
Silent Hill 3,2003-05-23,1100.0,"Silent Hill 3 is the third installment in the Silent Hill survival horror series and a direct sequel to the first game, although this is kept secret from the player for plot twist purposes. Like the previous entries, Silent Hill 3 is a survival horror combining action-based combat and puzzle-solving, but is somewhat more combat-oriented than the preceding installments. The main character is able to side-step and block some attacks, but in general shares with the other protagonists of the series their relative ineptitude in combat.",4.9K,156,1.0,8.2,"Adventure,Puzzle",PS2,2003
Beyond Good & Evil,2003-11-11,436.0,"Beyond Good & Evil is an action-adventure game with elements of puzzle-solving and stealth-based games. The player controls the protagonist, Jade, from a third-person perspective. Jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. As Jade, the player investigates a number of installations in search of the truth about a war with an alien threat.",2.3K,35,0.5059452368731789,4.0,"Adventure,Shooter",GC,2003
Beyond Good & Evil,2003-11-11,436.0,"Beyond Good & Evil is an action-adventure game with elements of puzzle-solving and stealth-based games. The player controls the protagonist, Jade, from a third-person perspective. Jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. As Jade, the player investigates a number of installations in search of the truth about a war with an alien threat.",2.3K,35,0.5059452368731789,4.0,"Adventure,Shooter",PC,2003
Beyond Good & Evil,2003-11-11,436.0,"Beyond Good & Evil is an action-adventure game with elements of puzzle-solving and stealth-based games. The player controls the protagonist, Jade, from a third-person perspective. Jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. As Jade, the player investigates a number of installations in search of the truth about a war with an alien threat.",2.3K,35,0.5059452368731789,4.0,"Adventure,Shooter",PS2,2003
Beyond Good & Evil,2003-11-11,436.0,"Beyond Good & Evil is an action-adventure game with elements of puzzle-solving and stealth-based games. The player controls the protagonist, Jade, from a third-person perspective. Jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. As Jade, the player investigates a number of installations in search of the truth about a war with an alien threat.",2.3K,35,0.5059452368731789,4.0,"Adventure,Shooter",XBOX,2003
Star Wars: Knights of the Old Republic,2003-07-15,839.0,"Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!


              Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!",5.3K,180,0.9735964535243052,8.0,"Adventure,RPG",PC,2003
Star Wars: Knights of the Old Republic,2003-07-15,839.0,"Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!


              Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!",5.3K,180,0.9735964535243052,8.5,"Adventure,RPG",XBOX,2003
Mario Kart: Double Dash!!,2003-11-07,808.0,"The Mushroom Kingdom just got a whole lot more hectic as Mario and friends double up for furious kart racing. This time around, each kart holds two racers that can switch places at any time, so choose from a huge cast of favorites and pair them up any way you see fit. The character in front handles the driving duties, while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use. Get ready for some intense multiplayer mayhem with your favorite characters, including Mario, Luigi, Donkey Kong, Peach, Bowser, and Koopa.",8.4K,31,0.9376232830126804,6.9,Racing,GC,2003
Mega Man Zero 2,2003-05-02,317.0,"In Zero's next mission, he falls prey to a trap set by Neo Arcadia's ruthless commander. Planning to trick Zero, he tries to use him to wreak chaos between reploids and humans once again. But, can he succeed?


              LAN Multiplayer.


              If you have two cartridges and a link cable, the players can link two GBAs and take part in a two-player game. There are three modes available to take part in:

              - Time Attack - Set a goal somewhere in the stage. After three tries, the player with the shortest time to the goal wins.

              - Enemy Battle - Defeat the most enemies from the generator within the time limit.

              - Get Item.

              - Collect the most items from the map within the time limit.",1.9K,21,0.367854679102747,2.8,"Adventure,Platform,Shooter",GBA,2003
Mega Man X7,2003-07-17,231.0,"The plot of Mega Man X7 takes place in the 22nd century, during an age when humans coexist with humanoid robots called ""Reploids"". As some Reploids participate in violent and destructive crime, a police organization called the ""Maverick Hunters"" has been established to stamp out this activity. Maverick crime is rising in newly constructed cities. As this new crime wave hits, X retires, tired from the never-ending battles. A new group of vigilantes, Red Alert, is introduced. One of their members, Axl, decides he has had enough of their ""murdering"" and tries to leave the group. Red, the group's leader, is angered by Axl deserting, and goes on a rampage to get Axl back.",1.3K,6,0.2680581415543677,1.2,"Adventure,Platform",PS2,2003
Pokémon Pinball: Ruby & Sapphire,2003-08-01,135.0,"Pokemon Pinball has all the features you'd demand of a pinball game, including bonus tables, lots of bumpers and ways to score massive points. As with your standard videogame pinball game, the left button on the D-pad and the A-button control the flippers with the R/L triggers used to shake the table. The catch here is that everything is themed in Pokemon. Instead of a ball, you make use of a Pokeball. Instead of standard bumpers, you're hitting the Pokeball against other Pokemon, and the ultimate goal is of course to ""catch 'em all"". The game features 200 Pokemon, two main tables, and link cable support.",1.6K,23,0.1566573554538513,1.1,"Adventure,Arcade,Pinball",GBA,2003
The Simpsons: Road Rage,2001-11-19,103.0,"The Simpsons: Road Rage is similar to Sega's 1999 video game Crazy Taxi, in that the main objective is to drive picked up passengers to their destinations as quickly as possible. The player receives money upon successfully dropping off each passenger, and bonuses are obtained when they are transported in a short amount of time. Players have to avoid certain hurdles, such as other vehicles and Burns' nuclear transit buses.


              The game contains sixteen different collectible vehicles, six starting locations, and ten different missions. In order to collect the vehicles and unlock starting locations, players must earn progressively more money for each vehicle or starting location they want to get.",1.7K,6,0.1195237600870124,0.6,Racing,GBA,2001
Warcraft III: The Frozen Throne,2003-07-01,159.0,"Warcraft III: The Frozen Throne adds a host of new features to the game, including four new campaigns that take you across the frozen continent of Northrend. Explore new maps and master new units such as the Troll Bat Riders, the Blood Elf Spell Breakers, and the destructive Mountain Giants.",2.6K,14,0.1845075519789804,1.6,"Strategy,Real Time Strategy",PC,2003
Grand Theft Auto: Vice City,2002-10-27,1000.0,"In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.",12K,125,1.0,8.3,"Adventure,Shooter,Arcade,Racing",PC,2002
Grand Theft Auto: Vice City,2002-10-27,1000.0,"In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.",12K,125,1.0,8.3,"Adventure,Shooter,Arcade,Racing",PS2,2002
Castlevania: Aria of Sorrow,2003-05-06,1000.0,"The year is 2035 and Soma Cruz is about to witness the first solar eclipse of the 21st century when he suddenly blacks out -- only to awaken inside a mysterious castle. As Soma, you must navigate the castle's labyrinths while confronting perilous monsters at every turn. But beware, you must escape before the evil consumes you!",5.1K,114,1.0,8.2,"Adventure,RPG,Platform",GBA,2003
Postal 2,2003-04-13,338.0,"Try to live a week as The Postal Dude doing everyday chores on your to-do list, such as picking up milk at the grocery store. In a world where cats can be used as assault rifle silencers, it's not surprising that a milk carton costs 5 bucks. Stealing said carton might be relatively easy in your basic corner shop, but when the shop is owned by a bunch of trigger happy jihadists, you might want to think twice about trying to leave without paying for your overpriced groceries. Little mistakes like that might just flip the switch and make you go postal.",3.4K,67,0.392223601062235,2.1,"Adventure,Indie,Shooter",PC,2003
The Messenger,2018-08-30,613.0,"As a demon army besieges his village, a young ninja ventures through a cursed world, to deliver a scroll paramount to his clan's survival.

              Leveraging players expectations as a core game design ingredient, The Messenger is first presented as an 8-bit action platformer with a simple story, that unravels into an epic time traveling tale, eventually revealing itself as a 16-bit Metroidvania game packed with replay value and deadpan humor.",3.7K,157,0.7113404362460062,4.5,"Adventure,Indie,Platform,Arcade",PC,2018
Xenosaga Episode I: Der Wille zur Macht,2002-02-28,412.0,"Xenosaga: Episode I - Der Wille zur Macht, the first chapter of a trilogy, is a Japanese-style sci-fi role-playing game, sharing many common themes and gameplay elements with Xenogears. The battle system is not unlike the one used in Xenogears (combo attacks, AP and EP gauges, etc.), but random encounters are eliminated. Instead, the enemies are now visible and battles can be avoided. During combat the few upcoming ally and enemy turns are shown onscreen, allowing the player to make strategic decisions based on who will act next. A rolling slot moves with each turn as well, conferring a bonus such as added damage or bonus XP for any action on that turn. If the enemy would be in position to take an advantage then the player can expend a character's ""boost"" gauge to cut in and act next, although enemies can boost as well, and enemy boosts always over-ride player boosts.


              Each character has a unique tree of Ether spells they can learn by spending Ether points earned in battle, with lower spells requiring spells above them to be purchased first. After a spell is purchased, so long is it does not require a unique talent of that character, the spell can also be purchased and learned by any other character that can afford double its normal cost. The Anti-Gnosis Weapon Systems can be equipped with different weapons and accessories and can be used in combat provided that a character has enough AP on that turn to board their AGWS.",1.2K,103,0.4780950403480498,3.7,"Adventure,RPG",PS2,2002
Devil May Cry 2,2003-01-25,620.0,"Devil May Cry 2 is the sequel to Devil May Cry. From the start of the game, the player controls Dante or his new partner Lucia through various levels as they battle waves of demons. This game features an Amulet system, with different parts being acquired throughout the levels that can be equipped by accessing the pause menu. The different parts of the amulet can be equipped to change aspects of the characters Devil Triggers form like elemental moves, time stop abilities, faster movement, flight abilities, etc.",6.4K,56,0.7194634102325022,3.3,"Adventure,Brawler",PS2,2003
Resident Evil 2,2019-01-25,2500.0,"Resident Evil 2 is a remake of 1998's Resident Evil 2. The game was not developed with the intent of improving the original, but rather a reimagining of the original story with redesigned maps, characters and story elements. Gameplay mechanics are more similar to Resident Evil 7: Biohazard though with the use of an over-the-shoulder camera.",15K,585,1.0,6.8,"Adventure,Shooter",GC,2019
Resident Evil 2,1998-01-21,1100.0,"Resident Evil 2 is a sequel to the first Resident Evil title. Like the previous game in the series, Resident Evil 2 is a 3D action-adventure using three-dimensional polygon characters over two-dimensional pre-rendered backgrounds, with the action viewed through a variety of cinematic fixed camera angles in each room. Players can choose to play as one of two possible characters, each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way.",5.5K,54,1.0,6.7,"Adventure,Shooter",GC,1998
Resident Evil 2,2019-01-25,2500.0,"Resident Evil 2 is a remake of 1998's Resident Evil 2. The game was not developed with the intent of improving the original, but rather a reimagining of the original story with redesigned maps, characters and story elements. Gameplay mechanics are more similar to Resident Evil 7: Biohazard though with the use of an over-the-shoulder camera.",15K,585,1.0,7.8,"Adventure,Shooter",PC,2019
Resident Evil 2,1998-01-21,1100.0,"Resident Evil 2 is a sequel to the first Resident Evil title. Like the previous game in the series, Resident Evil 2 is a 3D action-adventure using three-dimensional polygon characters over two-dimensional pre-rendered backgrounds, with the action viewed through a variety of cinematic fixed camera angles in each room. Players can choose to play as one of two possible characters, each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way.",5.5K,54,1.0,7.7,"Adventure,Shooter",PC,1998
Resident Evil 2,2019-01-25,2500.0,"Resident Evil 2 is a remake of 1998's Resident Evil 2. The game was not developed with the intent of improving the original, but rather a reimagining of the original story with redesigned maps, characters and story elements. Gameplay mechanics are more similar to Resident Evil 7: Biohazard though with the use of an over-the-shoulder camera.",15K,585,1.0,7.8,"Adventure,Shooter",DC,2019
Resident Evil 2,1998-01-21,1100.0,"Resident Evil 2 is a sequel to the first Resident Evil title. Like the previous game in the series, Resident Evil 2 is a 3D action-adventure using three-dimensional polygon characters over two-dimensional pre-rendered backgrounds, with the action viewed through a variety of cinematic fixed camera angles in each room. Players can choose to play as one of two possible characters, each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way.",5.5K,54,1.0,7.7,"Adventure,Shooter",DC,1998
Resident Evil 2,2019-01-25,2500.0,"Resident Evil 2 is a remake of 1998's Resident Evil 2. The game was not developed with the intent of improving the original, but rather a reimagining of the original story with redesigned maps, characters and story elements. Gameplay mechanics are more similar to Resident Evil 7: Biohazard though with the use of an over-the-shoulder camera.",15K,585,1.0,8.3,"Adventure,Shooter",N64,2019
Resident Evil 2,1998-01-21,1100.0,"Resident Evil 2 is a sequel to the first Resident Evil title. Like the previous game in the series, Resident Evil 2 is a 3D action-adventure using three-dimensional polygon characters over two-dimensional pre-rendered backgrounds, with the action viewed through a variety of cinematic fixed camera angles in each room. Players can choose to play as one of two possible characters, each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way.",5.5K,54,1.0,8.2,"Adventure,Shooter",N64,1998
Resident Evil 2,2019-01-25,2500.0,"Resident Evil 2 is a remake of 1998's Resident Evil 2. The game was not developed with the intent of improving the original, but rather a reimagining of the original story with redesigned maps, characters and story elements. Gameplay mechanics are more similar to Resident Evil 7: Biohazard though with the use of an over-the-shoulder camera.",15K,585,1.0,8.3,"Adventure,Shooter",PS,2019
Resident Evil 2,1998-01-21,1100.0,"Resident Evil 2 is a sequel to the first Resident Evil title. Like the previous game in the series, Resident Evil 2 is a 3D action-adventure using three-dimensional polygon characters over two-dimensional pre-rendered backgrounds, with the action viewed through a variety of cinematic fixed camera angles in each room. Players can choose to play as one of two possible characters, each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way.",5.5K,54,1.0,8.2,"Adventure,Shooter",PS,1998
Silent Hill 2,2001-09-24,2200.0,"The second entry in the Silent Hill franchise, Silent Hill 2 is a narrative-focused third-person psychological horror game with exploration and puzzle-solving elements which follows James Sunderland, a man who receives a letter, seemingly sent by his three-years-deceased wife Mary, in which he is beckoned to the fog-ridden town of Silent Hill at the same time as numerous other people troubled by their past.",8.6K,282,1.0,7.5,"Adventure,Puzzle",PC,2001
Silent Hill 2,2001-09-24,2200.0,"The second entry in the Silent Hill franchise, Silent Hill 2 is a narrative-focused third-person psychological horror game with exploration and puzzle-solving elements which follows James Sunderland, a man who receives a letter, seemingly sent by his three-years-deceased wife Mary, in which he is beckoned to the fog-ridden town of Silent Hill at the same time as numerous other people troubled by their past.",8.6K,282,1.0,8.0,"Adventure,Puzzle",PS2,2001
Metroid Prime,2002-11-17,1400.0,"A 3D exploration-focused metroidvania with first-person shooting mechanics and the first 3D entry in the Metroid series, Metroid Prime follows Samus Aran after the events of Metroid (1986) as she boards a Space Pirate frigate, then chases her escaping archrival Ridley into the intricately structured Tallon IV, a planet full of deadly wildlife and former home to the advanced and ancient Chozo race.",6.8K,221,1.0,8.8,"Adventure,Platform,Shooter",GC,2002
Metroid Fusion,2002-11-17,1300.0,"The famed Metroid series makes its return on the Game Boy Advance with Metroid Fusion. After Samus' exploits in the Super Nintendo classic Super Metroid, the intergalactic bounty hunter becomes infected with a parasitic life form known only as ""X"". Samus is rescued and revived by Metroid DNA only after undergoing some major changes in her body and suit, resulting in a drastic change in her appearance, and a new ability to absorb and assimilate the abilities of the ""X"" virus. Experience a new and enthralling chapter in the Metroid series, and relive the timeless gameplay and exploration that made the series a legend.",7.9K,146,1.0,8.0,"Adventure,Platform,Shooter",GBA,2002
Mario Party 4,2002-10-21,231.0,"Toad, Koopa, and other party-planning pranksters have hidden birthday presents for their closest friends inside the Party Cube. To win the presents, Mario, Yoshi, Peach, and other Mushroom Kingdom favorites will have to plunge into a circus of minigame trickery. As always, keep an eye out for Bowser and his trouble-making goons. Even Whomp and Thwomp have rockin' surprises for you in their Extra Room. Packed with surprises, wild multiplayer action, and zany challenges, Mario Party 4 is your ticket to a good time.",3K,7,0.2680581415543677,1.9,Card & Board Game,GC,2002
Castlevania: Harmony of Dissonance,2002-06-06,399.0,"Nearly fifty years has past since Simon Belmont rescued the land from the curse of Dracula. Now, Simon's descendant Juste Belmont, must acquire the relics of Dracula to unravel the disappearance of his childhood friend Lydie. The castle's enchanting mysteries and danger await all those who dare enter.",2K,51,0.4630095172302715,3.3,"Adventure,RPG,Platform",GBA,2002
Animal Crossing,2001-12-14,533.0,"Occasionally strange but completely addictive, Nintendo's Animal Crossing for the GameCube is not so much a game as a simulation of life on a small town. Players begin the game by setting out to live life on their own in a colorful town, where they are greeted by a seemingly endless supply of things to do and characters to meet.


              Time passes in Animal Crossing in real-time, as the month, day, season, and time of day matches that of the player's. Holiday seasons come and go in Animal Crossing, just as they would in the real world. Experience the freedom to fish, decorate your house, go bug catching, garden, write letters, and even play original Nintendo NES games in this imaginative, and addictive game.",3.9K,51,0.6185064478289091,4.9,Simulator,GC,2001
Armored Core 3,2002-04-01,115.0,"Armored Core 3 once again puts you in the shoes of a Raven mercinary, with the task of piloting your own battle machine to use in a range of tasks (from destroying other mechs to seek and destroy missions).


              After each missions, you are payed in full. The money raised can then go on towards the purchase of items for your mech. Weapon upgrades, better shields, even the opportunity to purchase what's called an Exceed Orbit, smaller robot gun emplacements that hover around your mech, giving you an added boost of fire power in the crunch.


              4 player deathmatch modes are also included, where you each pit your supped-up mechs against each other to see who is the last robot standing.",297,19,0.133448858349577,1.0,"Strategy,Shooter",PS2,2002
Super Mario Sunshine,2002-07-19,1700.0,"Super Mario Sunshine is a Mario action-adventure 3D platformer. It follows Super Mario 64, and is the second 3D Mario platformer. Gameplay features a combination of action and puzzle solving, with numerous stages and multiple episodes to each stage, and plenty of hidden secrets and surprises. This game introduced many recurring characters and bosses in the Mario series, including Toadsworth, Bowser Jr., Petey Piranha, Gooper Blooper, Piantas, Nokis, Shadow Mario, and F.L.U.D.D. Super Mario Sunshine pays homage to Mario's Italian heritage and upbringing, with many of the locations in the game having Italian names and sometimes referencing Italian culture.",14K,403,1.0,7.7,"Adventure,Platform",GC,2002
Super Mario Sunshine,2020-09-18,19.0,"A port of Super Mario Sunshine included in Super Mario 3D All-Stars, featuring updated textures and high-definition, widescreen visuals.


              Time to hit the beach! Mario travels to the beautiful Isle Delfino for a tropical vacation with his friends, but instead finds himself teaming up with trusty F.L.U.D.D. to uncover a shadowy plot and the master puppeteer behind it all. His newfound friend also allows Mario to traverse worlds in all sorts of unique ways thanks to its wonderful water pump!",340,6,0.0220480722490605,0.2,"Adventure,Platform",GC,2020
Grand Theft Auto III,2001-10-22,711.0,"Featuring a fully 3-D living city, a combination of narrative driven and non-linear gameplay and a completely open environment, Grand Theft Auto III represents a huge leap forward in interactive entertainment. For the first time, players are put at the heart of their very own gangster movie, and let loose in a fully-realised 3 dimensional city, in which anything can happen and probably will.


              With a cast of hundreds, 50 plus vehicles, ranging from sports cars to ice cream trucks and from boats to buses, 3 hours of music, including opera, reggae, house, drum and bass, pop and disco, a huge array of street ready weapons and some of the seediest characters in video game history, Grand Theft Auto 3 is a sprawling epic which will show you that sometimes, crime can pay and sometimes it can pay you back. Available now for PlayStation2, Xbox, PC and Macintosh.",7.8K,88,0.82506207205695,6.4,"Adventure,Simulator,Shooter,Racing",PC,2001
